"Notes"	"State"	"State Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"District of Columbia"	"11"	"50 years and over"	"50+"	"2018"	"2018"	10	Not Available	Not Available
	"District of Columbia"	"11"	"50 years and over"	"50+"	"2019"	"2019"	17	Not Available	Not Available
	"District of Columbia"	"11"	"50 years and over"	"50+"	"2020"	"2020"	13	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2007"	"2007"	378	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2008"	"2008"	356	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2009"	"2009"	260	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2010"	"2010"	249	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2011"	"2011"	192	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2012"	"2012"	192	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2013"	"2013"	165	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2014"	"2014"	142	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2015"	"2015"	130	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2016"	"2016"	116	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2017"	"2017"	107	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2018"	"2018"	98	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2019"	"2019"	106	Not Available	Not Available
	"Florida"	"12"	"Under 15 years"	"15"	"2020"	"2020"	88	Not Available	Not Available
	"Florida"	"12"	"15-19 years"	"15-19"	"2007"	"2007"	25693	598036	42.96
	"Florida"	"12"	"15-19 years"	"15-19"	"2008"	"2008"	24077	602359	39.97
	"Florida"	"12"	"15-19 years"	"15-19"	"2009"	"2009"	22021	601533	36.61
	"Florida"	"12"	"15-19 years"	"15-19"	"2010"	"2010"	19127	597095	32.03
	"Florida"	"12"	"15-19 years"	"15-19"	"2011"	"2011"	17125	579650	29.54
	"Florida"	"12"	"15-19 years"	"15-19"	"2012"	"2012"	15952	570075	27.98
	"Florida"	"12"	"15-19 years"	"15-19"	"2013"	"2013"	13962	567540	24.60
	"Florida"	"12"	"15-19 years"	"15-19"	"2014"	"2014"	12816	568358	22.55
	"Florida"	"12"	"15-19 years"	"15-19"	"2015"	"2015"	11957	575780	20.77
	"Florida"	"12"	"15-19 years"	"15-19"	"2016"	"2016"	11195	579919	19.30
	"Florida"	"12"	"15-19 years"	"15-19"	"2017"	"2017"	10708	587833	18.22
	"Florida"	"12"	"15-19 years"	"15-19"	"2018"	"2018"	9829	588946	16.69
	"Florida"	"12"	"15-19 years"	"15-19"	"2019"	"2019"	9541	587772	16.23
	"Florida"	"12"	"15-19 years"	"15-19"	"2020"	"2020"	8920	587162	15.19
	"Florida"	"12"	"20-24 years"	"20-24"	"2007"	"2007"	62647	581327	107.77
	"Florida"	"12"	"20-24 years"	"20-24"	"2008"	"2008"	59657	588573	101.36
	"Florida"	"12"	"20-24 years"	"20-24"	"2009"	"2009"	56368	593146	95.03
	"Florida"	"12"	"20-24 years"	"20-24"	"2010"	"2010"	53036	601695	88.14
	"Florida"	"12"	"20-24 years"	"20-24"	"2011"	"2011"	52072	628087	82.91
	"Florida"	"12"	"20-24 years"	"20-24"	"2012"	"2012"	51086	644718	79.24
	"Florida"	"12"	"20-24 years"	"20-24"	"2013"	"2013"	50432	642940	78.44
	"Florida"	"12"	"20-24 years"	"20-24"	"2014"	"2014"	49837	643700	77.42
	"Florida"	"12"	"20-24 years"	"20-24"	"2015"	"2015"	48053	633236	75.88
	"Florida"	"12"	"20-24 years"	"20-24"	"2016"	"2016"	45883	621299	73.85
	"Florida"	"12"	"20-24 years"	"20-24"	"2017"	"2017"	44093	618724	71.26
	"Florida"	"12"	"20-24 years"	"20-24"	"2018"	"2018"	41283	620169	66.57
	"Florida"	"12"	"20-24 years"	"20-24"	"2019"	"2019"	40141	615988	65.17
	"Florida"	"12"	"20-24 years"	"20-24"	"2020"	"2020"	37673	621100	60.66
	"Florida"	"12"	"25-29 years"	"25-29"	"2007"	"2007"	64904	574020	113.07
	"Florida"	"12"	"25-29 years"	"25-29"	"2008"	"2008"	63574	580545	109.51
	"Florida"	"12"	"25-29 years"	"25-29"	"2009"	"2009"	61782	584670	105.67
	"Florida"	"12"	"25-29 years"	"25-29"	"2010"	"2010"	60733	584330	103.94
	"Florida"	"12"	"25-29 years"	"25-29"	"2011"	"2011"	60335	591985	101.92
	"Florida"	"12"	"25-29 years"	"25-29"	"2012"	"2012"	60981	602534	101.21
	"Florida"	"12"	"25-29 years"	"25-29"	"2013"	"2013"	61962	615059	100.74
	"Florida"	"12"	"25-29 years"	"25-29"	"2014"	"2014"	64106	636197	100.76
	"Florida"	"12"	"25-29 years"	"25-29"	"2015"	"2015"	66417	661872	100.35
	"Florida"	"12"	"25-29 years"	"25-29"	"2016"	"2016"	66326	683386	97.05
	"Florida"	"12"	"25-29 years"	"25-29"	"2017"	"2017"	65989	697702	94.58
	"Florida"	"12"	"25-29 years"	"25-29"	"2018"	"2018"	64851	703698	92.16
	"Florida"	"12"	"25-29 years"	"25-29"	"2019"	"2019"	62879	695672	90.39
	"Florida"	"12"	"25-29 years"	"25-29"	"2020"	"2020"	58609	682855	85.83
	"Florida"	"12"	"30-34 years"	"30-34"	"2007"	"2007"	51195	539721	94.85
	"Florida"	"12"	"30-34 years"	"30-34"	"2008"	"2008"	50016	539511	92.71
	"Florida"	"12"	"30-34 years"	"30-34"	"2009"	"2009"	48621	544804	89.24
	"Florida"	"12"	"30-34 years"	"30-34"	"2010"	"2010"	49475	555079	89.13
	"Florida"	"12"	"30-34 years"	"30-34"	"2011"	"2011"	51059	569991	89.58
	"Florida"	"12"	"30-34 years"	"30-34"	"2012"	"2012"	52353	586222	89.31
	"Florida"	"12"	"30-34 years"	"30-34"	"2013"	"2013"	55088	599059	91.96
	"Florida"	"12"	"30-34 years"	"30-34"	"2014"	"2014"	57649	616998	93.43
	"Florida"	"12"	"30-34 years"	"30-34"	"2015"	"2015"	60381	632480	95.47
	"Florida"	"12"	"30-34 years"	"30-34"	"2016"	"2016"	62411	643031	97.06
	"Florida"	"12"	"30-34 years"	"30-34"	"2017"	"2017"	62558	654015	95.65
	"Florida"	"12"	"30-34 years"	"30-34"	"2018"	"2018"	63480	667233	95.14
	"Florida"	"12"	"30-34 years"	"30-34"	"2019"	"2019"	64017	679927	94.15
	"Florida"	"12"	"30-34 years"	"30-34"	"2020"	"2020"	62091	700929	88.58
	"Florida"	"12"	"35-39 years"	"35-39"	"2007"	"2007"	27767	615417	45.12
	"Florida"	"12"	"35-39 years"	"35-39"	"2008"	"2008"	27111	610846	44.38
	"Florida"	"12"	"35-39 years"	"35-39"	"2009"	"2009"	25875	602090	42.98
	"Florida"	"12"	"35-39 years"	"35-39"	"2010"	"2010"	25411	593326	42.83
	"Florida"	"12"	"35-39 years"	"35-39"	"2011"	"2011"	25843	575209	44.93
	"Florida"	"12"	"35-39 years"	"35-39"	"2012"	"2012"	25767	571494	45.09
	"Florida"	"12"	"35-39 years"	"35-39"	"2013"	"2013"	26750	573662	46.63
	"Florida"	"12"	"35-39 years"	"35-39"	"2014"	"2014"	28390	585719	48.47
	"Florida"	"12"	"35-39 years"	"35-39"	"2015"	"2015"	29812	605359	49.25
	"Florida"	"12"	"35-39 years"	"35-39"	"2016"	"2016"	31412	622353	50.47
	"Florida"	"12"	"35-39 years"	"35-39"	"2017"	"2017"	32420	643110	50.41
	"Florida"	"12"	"35-39 years"	"35-39"	"2018"	"2018"	33888	661090	51.26
	"Florida"	"12"	"35-39 years"	"35-39"	"2019"	"2019"	35033	670316	52.26
	"Florida"	"12"	"35-39 years"	"35-39"	"2020"	"2020"	34048	678462	50.18
	"Florida"	"12"	"40-44 years"	"40-44"	"2007"	"2007"	6188	670131	9.23
	"Florida"	"12"	"40-44 years"	"40-44"	"2008"	"2008"	6205	653223	9.50
	"Florida"	"12"	"40-44 years"	"40-44"	"2009"	"2009"	6033	634780	9.50
	"Florida"	"12"	"40-44 years"	"40-44"	"2010"	"2010"	6152	629457	9.77
	"Florida"	"12"	"40-44 years"	"40-44"	"2011"	"2011"	6369	633542	10.05
	"Florida"	"12"	"40-44 years"	"40-44"	"2012"	"2012"	6390	637566	10.02
	"Florida"	"12"	"40-44 years"	"40-44"	"2013"	"2013"	6622	636330	10.41
	"Florida"	"12"	"40-44 years"	"40-44"	"2014"	"2014"	6580	636168	10.34
	"Florida"	"12"	"40-44 years"	"40-44"	"2015"	"2015"	6980	631490	11.05
	"Florida"	"12"	"40-44 years"	"40-44"	"2016"	"2016"	7148	621271	11.51
	"Florida"	"12"	"40-44 years"	"40-44"	"2017"	"2017"	7214	626815	11.51
	"Florida"	"12"	"40-44 years"	"40-44"	"2018"	"2018"	7543	633891	11.90
	"Florida"	"12"	"40-44 years"	"40-44"	"2019"	"2019"	7686	639599	12.02
	"Florida"	"12"	"40-44 years"	"40-44"	"2020"	"2020"	7651	652997	11.72
	"Florida"	"12"	"45-49 years"	"45-49"	"2007"	"2007"	367	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2008"	"2008"	434	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2009"	"2009"	409	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2010"	"2010"	391	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2011"	"2011"	401	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2012"	"2012"	405	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2013"	"2013"	398	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2014"	"2014"	443	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2015"	"2015"	505	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2016"	"2016"	484	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2017"	"2017"	489	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2018"	"2018"	526	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2019"	"2019"	541	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2020"	"2020"	537	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2007"	"2007"	26	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2008"	"2008"	15	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2009"	"2009"	25	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2010"	"2010"	16	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2011"	"2011"	18	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2012"	"2012"	22	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2013"	"2013"	28	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2014"	"2014"	28	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2015"	"2015"	34	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2016"	"2016"	47	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2017"	"2017"	52	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2018"	"2018"	44	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2019"	"2019"	58	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2020"	"2020"	54	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2007"	"2007"	294	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2008"	"2008"	258	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2009"	"2009"	214	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2010"	"2010"	184	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2011"	"2011"	179	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2012"	"2012"	180	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2013"	"2013"	143	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2014"	"2014"	101	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2015"	"2015"	104	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2016"	"2016"	99	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2017"	"2017"	80	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2018"	"2018"	87	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2019"	"2019"	87	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2020"	"2020"	95	Not Available	Not Available
	"Georgia"	"13"	"15-19 years"	"15-19"	"2007"	"2007"	18085	338772	53.38
	"Georgia"	"13"	"15-19 years"	"15-19"	"2008"	"2008"	17273	345304	50.02
	"Georgia"	"13"	"15-19 years"	"15-19"	"2009"	"2009"	16345	347660	47.01
	"Georgia"	"13"	"15-19 years"	"15-19"	"2010"	"2010"	14378	347065	41.43
	"Georgia"	"13"	"15-19 years"	"15-19"	"2011"	"2011"	12991	340408	38.16
	"Georgia"	"13"	"15-19 years"	"15-19"	"2012"	"2012"	11488	340208	33.77
	"Georgia"	"13"	"15-19 years"	"15-19"	"2013"	"2013"	10322	338478	30.50
	"Georgia"	"13"	"15-19 years"	"15-19"	"2014"	"2014"	9661	340036	28.41
	"Georgia"	"13"	"15-19 years"	"15-19"	"2015"	"2015"	8829	345489	25.56
	"Georgia"	"13"	"15-19 years"	"15-19"	"2016"	"2016"	8248	350110	23.56
	"Georgia"	"13"	"15-19 years"	"15-19"	"2017"	"2017"	7778	354918	21.91
	"Georgia"	"13"	"15-19 years"	"15-19"	"2018"	"2018"	7385	357658	20.65
	"Georgia"	"13"	"15-19 years"	"15-19"	"2019"	"2019"	7090	360287	19.68
	"Georgia"	"13"	"15-19 years"	"15-19"	"2020"	"2020"	6572	360551	18.23
	"Georgia"	"13"	"20-24 years"	"20-24"	"2007"	"2007"	41058	322022	127.50
	"Georgia"	"13"	"20-24 years"	"20-24"	"2008"	"2008"	39443	326054	120.97
	"Georgia"	"13"	"20-24 years"	"20-24"	"2009"	"2009"	37585	331636	113.33
	"Georgia"	"13"	"20-24 years"	"20-24"	"2010"	"2010"	35012	335603	104.33
	"Georgia"	"13"	"20-24 years"	"20-24"	"2011"	"2011"	34417	347112	99.15
	"Georgia"	"13"	"20-24 years"	"20-24"	"2012"	"2012"	34145	356721	95.72
	"Georgia"	"13"	"20-24 years"	"20-24"	"2013"	"2013"	33126	358700	92.35
	"Georgia"	"13"	"20-24 years"	"20-24"	"2014"	"2014"	32453	361759	89.71
	"Georgia"	"13"	"20-24 years"	"20-24"	"2015"	"2015"	31817	358487	88.75
	"Georgia"	"13"	"20-24 years"	"20-24"	"2016"	"2016"	30158	354457	85.08
	"Georgia"	"13"	"20-24 years"	"20-24"	"2017"	"2017"	29199	351620	83.04
	"Georgia"	"13"	"20-24 years"	"20-24"	"2018"	"2018"	27599	352473	78.30
	"Georgia"	"13"	"20-24 years"	"20-24"	"2019"	"2019"	27390	352957	77.60
	"Georgia"	"13"	"20-24 years"	"20-24"	"2020"	"2020"	26023	357301	72.83
	"Georgia"	"13"	"25-29 years"	"25-29"	"2007"	"2007"	41330	341780	120.93
	"Georgia"	"13"	"25-29 years"	"25-29"	"2008"	"2008"	40327	345372	116.76
	"Georgia"	"13"	"25-29 years"	"25-29"	"2009"	"2009"	38923	344746	112.90
	"Georgia"	"13"	"25-29 years"	"25-29"	"2010"	"2010"	36582	340104	107.56
	"Georgia"	"13"	"25-29 years"	"25-29"	"2011"	"2011"	36490	338963	107.65
	"Georgia"	"13"	"25-29 years"	"25-29"	"2012"	"2012"	36069	339333	106.29
	"Georgia"	"13"	"25-29 years"	"25-29"	"2013"	"2013"	35958	339655	105.87
	"Georgia"	"13"	"25-29 years"	"25-29"	"2014"	"2014"	37212	347498	107.09
	"Georgia"	"13"	"25-29 years"	"25-29"	"2015"	"2015"	38080	357560	106.50
	"Georgia"	"13"	"25-29 years"	"25-29"	"2016"	"2016"	38163	367277	103.91
	"Georgia"	"13"	"25-29 years"	"25-29"	"2017"	"2017"	38300	378396	101.22
	"Georgia"	"13"	"25-29 years"	"25-29"	"2018"	"2018"	37288	383763	97.16
	"Georgia"	"13"	"25-29 years"	"25-29"	"2019"	"2019"	37299	384940	96.90
	"Georgia"	"13"	"25-29 years"	"25-29"	"2020"	"2020"	35770	381447	93.77
	"Georgia"	"13"	"30-34 years"	"30-34"	"2007"	"2007"	31230	328669	95.02
	"Georgia"	"13"	"30-34 years"	"30-34"	"2008"	"2008"	30369	329174	92.26
	"Georgia"	"13"	"30-34 years"	"30-34"	"2009"	"2009"	29933	332602	90.00
	"Georgia"	"13"	"30-34 years"	"30-34"	"2010"	"2010"	29835	337246	88.47
	"Georgia"	"13"	"30-34 years"	"30-34"	"2011"	"2011"	30505	344767	88.48
	"Georgia"	"13"	"30-34 years"	"30-34"	"2012"	"2012"	30435	348127	87.42
	"Georgia"	"13"	"30-34 years"	"30-34"	"2013"	"2013"	31076	349211	88.99
	"Georgia"	"13"	"30-34 years"	"30-34"	"2014"	"2014"	32290	351514	91.86
	"Georgia"	"13"	"30-34 years"	"30-34"	"2015"	"2015"	32809	352030	93.20
	"Georgia"	"13"	"30-34 years"	"30-34"	"2016"	"2016"	33386	352752	94.64
	"Georgia"	"13"	"30-34 years"	"30-34"	"2017"	"2017"	33342	355148	93.88
	"Georgia"	"13"	"30-34 years"	"30-34"	"2018"	"2018"	33056	358841	92.12
	"Georgia"	"13"	"30-34 years"	"30-34"	"2019"	"2019"	33356	366690	90.97
	"Georgia"	"13"	"30-34 years"	"30-34"	"2020"	"2020"	33180	376195	88.20
	"Georgia"	"13"	"35-39 years"	"35-39"	"2007"	"2007"	15778	361126	43.69
	"Georgia"	"13"	"35-39 years"	"35-39"	"2008"	"2008"	15605	365308	42.72
	"Georgia"	"13"	"35-39 years"	"35-39"	"2009"	"2009"	15026	362240	41.48
	"Georgia"	"13"	"35-39 years"	"35-39"	"2010"	"2010"	14496	357605	40.54
	"Georgia"	"13"	"35-39 years"	"35-39"	"2011"	"2011"	14220	344368	41.29
	"Georgia"	"13"	"35-39 years"	"35-39"	"2012"	"2012"	14292	339531	42.09
	"Georgia"	"13"	"35-39 years"	"35-39"	"2013"	"2013"	14488	337319	42.95
	"Georgia"	"13"	"35-39 years"	"35-39"	"2014"	"2014"	15473	340277	45.47
	"Georgia"	"13"	"35-39 years"	"35-39"	"2015"	"2015"	15976	347230	46.01
	"Georgia"	"13"	"35-39 years"	"35-39"	"2016"	"2016"	16276	354466	45.92
	"Georgia"	"13"	"35-39 years"	"35-39"	"2017"	"2017"	16730	360108	46.46
	"Georgia"	"13"	"35-39 years"	"35-39"	"2018"	"2018"	16881	364309	46.34
	"Georgia"	"13"	"35-39 years"	"35-39"	"2019"	"2019"	17173	366142	46.90
	"Georgia"	"13"	"35-39 years"	"35-39"	"2020"	"2020"	16843	366798	45.92
	"Georgia"	"13"	"40-44 years"	"40-44"	"2007"	"2007"	3139	362054	8.67
	"Georgia"	"13"	"40-44 years"	"40-44"	"2008"	"2008"	3122	359394	8.69
	"Georgia"	"13"	"40-44 years"	"40-44"	"2009"	"2009"	3132	355705	8.81
	"Georgia"	"13"	"40-44 years"	"40-44"	"2010"	"2010"	3265	355383	9.19
	"Georgia"	"13"	"40-44 years"	"40-44"	"2011"	"2011"	3348	360475	9.29
	"Georgia"	"13"	"40-44 years"	"40-44"	"2012"	"2012"	3445	364635	9.45
	"Georgia"	"13"	"40-44 years"	"40-44"	"2013"	"2013"	3412	366024	9.32
	"Georgia"	"13"	"40-44 years"	"40-44"	"2014"	"2014"	3506	363489	9.65
	"Georgia"	"13"	"40-44 years"	"40-44"	"2015"	"2015"	3527	359088	9.82
	"Georgia"	"13"	"40-44 years"	"40-44"	"2016"	"2016"	3447	349692	9.86
	"Georgia"	"13"	"40-44 years"	"40-44"	"2017"	"2017"	3538	347209	10.19
	"Georgia"	"13"	"40-44 years"	"40-44"	"2018"	"2018"	3613	346355	10.43
	"Georgia"	"13"	"40-44 years"	"40-44"	"2019"	"2019"	3692	349003	10.58
	"Georgia"	"13"	"40-44 years"	"40-44"	"2020"	"2020"	3714	355093	10.46
	"Georgia"	"13"	"45-49 years"	"45-49"	"2007"	"2007"	203	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2008"	"2008"	192	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2009"	"2009"	212	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2010"	"2010"	186	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2011"	"2011"	244	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2012"	"2012"	211	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2013"	"2013"	207	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2014"	"2014"	223	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2015"	"2015"	237	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2016"	"2016"	248	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2017"	"2017"	264	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2018"	"2018"	239	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2019"	"2019"	262	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2020"	"2020"	245	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2007"	"2007"	20	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2008"	"2008"	14	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2011"	"2011"	15	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2012"	"2012"	15	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2013"	"2013"	16	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2014"	"2014"	27	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2015"	"2015"	25	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2016"	"2016"	17	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2017"	"2017"	12	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2018"	"2018"	24	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2019"	"2019"	22	Not Available	Not Available
	"Georgia"	"13"	"50 years and over"	"50+"	"2020"	"2020"	31	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2007"	"2007"	18	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2008"	"2008"	15	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2009"	"2009"	12	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2010"	"2010"	10	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2011"	"2011"	12	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2013"	"2013"	12	Not Available	Not Available
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2007"	"2007"	1610	41601	38.70
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2008"	"2008"	1625	41724	38.95
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2009"	"2009"	1547	41755	37.05
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2010"	"2010"	1347	41404	32.53
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2011"	"2011"	1199	40014	29.96
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2012"	"2012"	1108	39381	28.14
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2013"	"2013"	976	38874	25.11
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2014"	"2014"	893	38723	23.06
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2015"	"2015"	789	38362	20.57
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2016"	"2016"	728	37877	19.22
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2017"	"2017"	714	37287	19.15
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2018"	"2018"	643	37345	17.22
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2019"	"2019"	584	37302	15.66
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2020"	"2020"	470	36031	13.04
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2007"	"2007"	4679	42813	109.29
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2008"	"2008"	4590	42808	107.22
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2009"	"2009"	4390	43213	101.59
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2010"	"2010"	4472	43848	101.99
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2011"	"2011"	4475	45299	98.79
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2012"	"2012"	4222	46128	91.53
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2013"	"2013"	4188	46021	91.00
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2014"	"2014"	3875	46098	84.06
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2015"	"2015"	3799	45073	84.29
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2016"	"2016"	3529	43108	81.86
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2017"	"2017"	3415	41729	81.84
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2018"	"2018"	3117	40791	76.41
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2019"	"2019"	3068	39983	76.73
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2020"	"2020"	2847	39148	72.72
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2007"	"2007"	5099	45437	112.22
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2008"	"2008"	5291	46932	112.74
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2009"	"2009"	5274	46941	112.35
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2010"	"2010"	5311	46619	113.92
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2011"	"2011"	5286	47748	110.71
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2012"	"2012"	5269	48103	109.54
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2013"	"2013"	5322	48630	109.44
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2014"	"2014"	5190	49613	104.61
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2015"	"2015"	5095	50075	101.75
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2016"	"2016"	5106	49802	102.53
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2017"	"2017"	4841	49533	97.73
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2018"	"2018"	4703	49040	95.90
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2019"	"2019"	4673	48114	97.12
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2020"	"2020"	4325	46128	93.76
