"Notes"	"State"	"State Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Florida"	"12"	"15-19 years"	"15-19"	"2005"	"2005"	24130	570551	42.29
	"Florida"	"12"	"15-19 years"	"15-19"	"2006"	"2006"	25384	588718	43.12
	"Florida"	"12"	"20-24 years"	"20-24"	"2003"	"2003"	54473	530781	102.63
	"Florida"	"12"	"20-24 years"	"20-24"	"2004"	"2004"	56410	550803	102.41
	"Florida"	"12"	"20-24 years"	"20-24"	"2005"	"2005"	58892	565124	104.21
	"Florida"	"12"	"20-24 years"	"20-24"	"2006"	"2006"	62132	574546	108.14
	"Florida"	"12"	"25-29 years"	"25-29"	"2003"	"2003"	54826	487620	112.44
	"Florida"	"12"	"25-29 years"	"25-29"	"2004"	"2004"	56402	505597	111.56
	"Florida"	"12"	"25-29 years"	"25-29"	"2005"	"2005"	59831	530397	112.80
	"Florida"	"12"	"25-29 years"	"25-29"	"2006"	"2006"	63625	559213	113.78
	"Florida"	"12"	"30-34 years"	"30-34"	"2003"	"2003"	49111	556149	88.31
	"Florida"	"12"	"30-34 years"	"30-34"	"2004"	"2004"	49681	557992	89.04
	"Florida"	"12"	"30-34 years"	"30-34"	"2005"	"2005"	50206	556169	90.27
	"Florida"	"12"	"30-34 years"	"30-34"	"2006"	"2006"	50872	546998	93.00
	"Florida"	"12"	"35-39 years"	"35-39"	"2003"	"2003"	24868	610302	40.75
	"Florida"	"12"	"35-39 years"	"35-39"	"2004"	"2004"	25536	603011	42.35
	"Florida"	"12"	"35-39 years"	"35-39"	"2005"	"2005"	26317	606421	43.40
	"Florida"	"12"	"35-39 years"	"35-39"	"2006"	"2006"	27908	614409	45.42
	"Florida"	"12"	"40-44 years"	"40-44"	"2003"	"2003"	5555	663557	8.37
	"Florida"	"12"	"40-44 years"	"40-44"	"2004"	"2004"	5885	679610	8.66
	"Florida"	"12"	"40-44 years"	"40-44"	"2005"	"2005"	6071	687836	8.83
	"Florida"	"12"	"40-44 years"	"40-44"	"2006"	"2006"	6158	683854	9.00
	"Florida"	"12"	"45-49 years"	"45-49"	"2003"	"2003"	270	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2004"	"2004"	313	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2005"	"2005"	371	Not Available	Not Available
	"Florida"	"12"	"45-49 years"	"45-49"	"2006"	"2006"	349	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2003"	"2003"	14	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2004"	"2004"	14	Not Available	Not Available
	"Florida"	"12"	"50 years and over"	"50+"	"2006"	"2006"	29	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2003"	"2003"	287	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2004"	"2004"	317	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2005"	"2005"	337	Not Available	Not Available
	"Georgia"	"13"	"Under 15 years"	"15"	"2006"	"2006"	326	Not Available	Not Available
	"Georgia"	"13"	"15-19 years"	"15-19"	"2003"	"2003"	15864	298811	53.09
	"Georgia"	"13"	"15-19 years"	"15-19"	"2004"	"2004"	16191	307138	52.72
	"Georgia"	"13"	"15-19 years"	"15-19"	"2005"	"2005"	16548	318344	51.98
	"Georgia"	"13"	"15-19 years"	"15-19"	"2006"	"2006"	17693	329203	53.74
	"Georgia"	"13"	"20-24 years"	"20-24"	"2003"	"2003"	37657	314693	119.66
	"Georgia"	"13"	"20-24 years"	"20-24"	"2004"	"2004"	38420	318148	120.76
	"Georgia"	"13"	"20-24 years"	"20-24"	"2005"	"2005"	39249	316003	124.20
	"Georgia"	"13"	"20-24 years"	"20-24"	"2006"	"2006"	40910	318243	128.55
	"Georgia"	"13"	"25-29 years"	"25-29"	"2003"	"2003"	35323	303606	116.34
	"Georgia"	"13"	"25-29 years"	"25-29"	"2004"	"2004"	36587	308494	118.60
	"Georgia"	"13"	"25-29 years"	"25-29"	"2005"	"2005"	38099	318063	119.78
	"Georgia"	"13"	"25-29 years"	"25-29"	"2006"	"2006"	40443	332533	121.62
	"Georgia"	"13"	"30-34 years"	"30-34"	"2003"	"2003"	30676	340248	90.16
	"Georgia"	"13"	"30-34 years"	"30-34"	"2004"	"2004"	30433	337671	90.13
	"Georgia"	"13"	"30-34 years"	"30-34"	"2005"	"2005"	30543	334361	91.35
	"Georgia"	"13"	"30-34 years"	"30-34"	"2006"	"2006"	30657	329702	92.98
	"Georgia"	"13"	"35-39 years"	"35-39"	"2003"	"2003"	13283	343221	38.70
	"Georgia"	"13"	"35-39 years"	"35-39"	"2004"	"2004"	13909	339969	40.91
	"Georgia"	"13"	"35-39 years"	"35-39"	"2005"	"2005"	14410	343246	41.98
	"Georgia"	"13"	"35-39 years"	"35-39"	"2006"	"2006"	15420	353202	43.66
	"Georgia"	"13"	"40-44 years"	"40-44"	"2003"	"2003"	2759	351488	7.85
	"Georgia"	"13"	"40-44 years"	"40-44"	"2004"	"2004"	2861	356323	8.03
	"Georgia"	"13"	"40-44 years"	"40-44"	"2005"	"2005"	2867	361041	7.94
	"Georgia"	"13"	"40-44 years"	"40-44"	"2006"	"2006"	3028	362385	8.36
	"Georgia"	"13"	"45-49 years"	"45-49"	"2003"	"2003"	125	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2004"	"2004"	127	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2005"	"2005"	144	Not Available	Not Available
	"Georgia"	"13"	"45-49 years"	"45-49"	"2006"	"2006"	149	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2003"	"2003"	22	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2004"	"2004"	17	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2005"	"2005"	16	Not Available	Not Available
	"Hawaii"	"15"	"Under 15 years"	"15"	"2006"	"2006"	15	Not Available	Not Available
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2003"	"2003"	1502	39174	38.34
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2004"	"2004"	1448	39821	36.36
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2005"	"2005"	1480	40589	36.46
	"Hawaii"	"15"	"15-19 years"	"15-19"	"2006"	"2006"	1619	41542	38.97
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2003"	"2003"	4543	42311	107.37
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2004"	"2004"	4630	43577	106.25
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2005"	"2005"	4383	43541	100.66
	"Hawaii"	"15"	"20-24 years"	"20-24"	"2006"	"2006"	4668	43740	106.72
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2003"	"2003"	4515	39426	114.52
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2004"	"2004"	4748	40982	115.86
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2005"	"2005"	4780	43123	110.85
	"Hawaii"	"15"	"25-29 years"	"25-29"	"2006"	"2006"	5123	44717	114.56
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2003"	"2003"	4351	41902	103.84
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2004"	"2004"	4353	41740	104.29
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2005"	"2005"	4108	40879	100.49
	"Hawaii"	"15"	"30-34 years"	"30-34"	"2006"	"2006"	4273	40275	106.10
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2003"	"2003"	2542	43852	57.97
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2004"	"2004"	2420	43420	55.73
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2005"	"2005"	2494	43403	57.46
	"Hawaii"	"15"	"35-39 years"	"35-39"	"2006"	"2006"	2599	43852	59.27
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2003"	"2003"	594	47344	12.55
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2004"	"2004"	626	47923	13.06
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2005"	"2005"	625	47324	13.21
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2006"	"2006"	646	46739	13.82
	"Hawaii"	"15"	"45-49 years"	"45-49"	"2003"	"2003"	31	Not Available	Not Available
	"Hawaii"	"15"	"45-49 years"	"45-49"	"2004"	"2004"	36	Not Available	Not Available
	"Hawaii"	"15"	"45-49 years"	"45-49"	"2005"	"2005"	38	Not Available	Not Available
	"Hawaii"	"15"	"45-49 years"	"45-49"	"2006"	"2006"	37	Not Available	Not Available
	"Idaho"	"16"	"Under 15 years"	"15"	"2003"	"2003"	19	Not Available	Not Available
	"Idaho"	"16"	"Under 15 years"	"15"	"2004"	"2004"	14	Not Available	Not Available
	"Idaho"	"16"	"Under 15 years"	"15"	"2005"	"2005"	19	Not Available	Not Available
	"Idaho"	"16"	"Under 15 years"	"15"	"2006"	"2006"	18	Not Available	Not Available
	"Idaho"	"16"	"15-19 years"	"15-19"	"2003"	"2003"	2075	54143	38.32
	"Idaho"	"16"	"15-19 years"	"15-19"	"2004"	"2004"	2050	54631	37.52
	"Idaho"	"16"	"15-19 years"	"15-19"	"2005"	"2005"	2015	55386	36.38
	"Idaho"	"16"	"15-19 years"	"15-19"	"2006"	"2006"	2140	56123	38.13
	"Idaho"	"16"	"20-24 years"	"20-24"	"2003"	"2003"	6924	50644	136.72
	"Idaho"	"16"	"20-24 years"	"20-24"	"2004"	"2004"	7182	51428	139.65
	"Idaho"	"16"	"20-24 years"	"20-24"	"2005"	"2005"	7181	52112	137.80
	"Idaho"	"16"	"20-24 years"	"20-24"	"2006"	"2006"	7510	52795	142.25
	"Idaho"	"16"	"25-29 years"	"25-29"	"2003"	"2003"	6487	42268	153.47
	"Idaho"	"16"	"25-29 years"	"25-29"	"2004"	"2004"	6747	43989	153.38
	"Idaho"	"16"	"25-29 years"	"25-29"	"2005"	"2005"	7136	46485	153.51
	"Idaho"	"16"	"25-29 years"	"25-29"	"2006"	"2006"	7667	48738	157.31
	"Idaho"	"16"	"30-34 years"	"30-34"	"2003"	"2003"	4224	43223	97.73
	"Idaho"	"16"	"30-34 years"	"30-34"	"2004"	"2004"	4339	43486	99.78
	"Idaho"	"16"	"30-34 years"	"30-34"	"2005"	"2005"	4389	44112	99.50
	"Idaho"	"16"	"30-34 years"	"30-34"	"2006"	"2006"	4534	44428	102.05
	"Idaho"	"16"	"35-39 years"	"35-39"	"2003"	"2003"	1708	43632	39.15
	"Idaho"	"16"	"35-39 years"	"35-39"	"2004"	"2004"	1781	43567	40.88
	"Idaho"	"16"	"35-39 years"	"35-39"	"2005"	"2005"	1889	44487	42.46
	"Idaho"	"16"	"35-39 years"	"35-39"	"2006"	"2006"	1942	46130	42.10
	"Idaho"	"16"	"40-44 years"	"40-44"	"2003"	"2003"	343	49668	6.91
	"Idaho"	"16"	"40-44 years"	"40-44"	"2004"	"2004"	387	49786	7.77
	"Idaho"	"16"	"40-44 years"	"40-44"	"2005"	"2005"	404	49529	8.16
	"Idaho"	"16"	"40-44 years"	"40-44"	"2006"	"2006"	350	48902	7.16
	"Idaho"	"16"	"45-49 years"	"45-49"	"2003"	"2003"	18	Not Available	Not Available
	"Idaho"	"16"	"45-49 years"	"45-49"	"2004"	"2004"	30	Not Available	Not Available
	"Idaho"	"16"	"45-49 years"	"45-49"	"2005"	"2005"	23	Not Available	Not Available
	"Idaho"	"16"	"45-49 years"	"45-49"	"2006"	"2006"	18	Not Available	Not Available
	"Illinois"	"17"	"Under 15 years"	"15"	"2003"	"2003"	277	Not Available	Not Available
	"Illinois"	"17"	"Under 15 years"	"15"	"2004"	"2004"	296	Not Available	Not Available
	"Illinois"	"17"	"Under 15 years"	"15"	"2005"	"2005"	319	Not Available	Not Available
	"Illinois"	"17"	"Under 15 years"	"15"	"2006"	"2006"	275	Not Available	Not Available
	"Illinois"	"17"	"15-19 years"	"15-19"	"2003"	"2003"	17405	432588	40.23
	"Illinois"	"17"	"15-19 years"	"15-19"	"2004"	"2004"	17520	436926	40.10
	"Illinois"	"17"	"15-19 years"	"15-19"	"2005"	"2005"	17041	442469	38.51
	"Illinois"	"17"	"15-19 years"	"15-19"	"2006"	"2006"	17752	446264	39.78
	"Illinois"	"17"	"20-24 years"	"20-24"	"2003"	"2003"	42141	434837	96.91
	"Illinois"	"17"	"20-24 years"	"20-24"	"2004"	"2004"	40941	436052	93.89
	"Illinois"	"17"	"20-24 years"	"20-24"	"2005"	"2005"	39829	434166	91.74
	"Illinois"	"17"	"20-24 years"	"20-24"	"2006"	"2006"	40564	430846	94.15
	"Illinois"	"17"	"25-29 years"	"25-29"	"2003"	"2003"	48347	420611	114.94
	"Illinois"	"17"	"25-29 years"	"25-29"	"2004"	"2004"	48283	423064	114.13
	"Illinois"	"17"	"25-29 years"	"25-29"	"2005"	"2005"	49280	428576	114.99
	"Illinois"	"17"	"25-29 years"	"25-29"	"2006"	"2006"	50121	439604	114.01
	"Illinois"	"17"	"30-34 years"	"30-34"	"2003"	"2003"	46680	453238	102.99
	"Illinois"	"17"	"30-34 years"	"30-34"	"2004"	"2004"	46017	444974	103.42
	"Illinois"	"17"	"30-34 years"	"30-34"	"2005"	"2005"	44597	433781	102.81
	"Illinois"	"17"	"30-34 years"	"30-34"	"2006"	"2006"	43827	423430	103.50
	"Illinois"	"17"	"35-39 years"	"35-39"	"2003"	"2003"	22852	461777	49.49
	"Illinois"	"17"	"35-39 years"	"35-39"	"2004"	"2004"	22782	450999	50.51
	"Illinois"	"17"	"35-39 years"	"35-39"	"2005"	"2005"	23052	446753	51.60
	"Illinois"	"17"	"35-39 years"	"35-39"	"2006"	"2006"	23053	448206	51.43
	"Illinois"	"17"	"40-44 years"	"40-44"	"2003"	"2003"	4543	499315	9.10
	"Illinois"	"17"	"40-44 years"	"40-44"	"2004"	"2004"	4637	494901	9.37
	"Illinois"	"17"	"40-44 years"	"40-44"	"2005"	"2005"	4638	485896	9.55
	"Illinois"	"17"	"40-44 years"	"40-44"	"2006"	"2006"	4663	472789	9.86
	"Illinois"	"17"	"45-49 years"	"45-49"	"2003"	"2003"	246	Not Available	Not Available
	"Illinois"	"17"	"45-49 years"	"45-49"	"2004"	"2004"	286	Not Available	Not Available
	"Illinois"	"17"	"45-49 years"	"45-49"	"2005"	"2005"	250	Not Available	Not Available
	"Illinois"	"17"	"45-49 years"	"45-49"	"2006"	"2006"	306	Not Available	Not Available
	"Illinois"	"17"	"50 years and over"	"50+"	"2004"	"2004"	16	Not Available	Not Available
	"Illinois"	"17"	"50 years and over"	"50+"	"2005"	"2005"	14	Not Available	Not Available
	"Illinois"	"17"	"50 years and over"	"50+"	"2006"	"2006"	11	Not Available	Not Available
	"Indiana"	"18"	"Under 15 years"	"15"	"2003"	"2003"	130	Not Available	Not Available
	"Indiana"	"18"	"Under 15 years"	"15"	"2004"	"2004"	117	Not Available	Not Available
	"Indiana"	"18"	"Under 15 years"	"15"	"2005"	"2005"	107	Not Available	Not Available
	"Indiana"	"18"	"Under 15 years"	"15"	"2006"	"2006"	115	Not Available	Not Available
	"Indiana"	"18"	"15-19 years"	"15-19"	"2003"	"2003"	9378	220090	42.61
	"Indiana"	"18"	"15-19 years"	"15-19"	"2004"	"2004"	9478	222520	42.59
	"Indiana"	"18"	"15-19 years"	"15-19"	"2005"	"2005"	9508	225603	42.14
	"Indiana"	"18"	"15-19 years"	"15-19"	"2006"	"2006"	9549	228677	41.76
	"Indiana"	"18"	"20-24 years"	"20-24"	"2003"	"2003"	25043	223526	112.04
	"Indiana"	"18"	"20-24 years"	"20-24"	"2004"	"2004"	24966	224039	111.44
	"Indiana"	"18"	"20-24 years"	"20-24"	"2005"	"2005"	24931	222589	112.00
	"Indiana"	"18"	"20-24 years"	"20-24"	"2006"	"2006"	25652	221392	115.87
	"Indiana"	"18"	"25-29 years"	"25-29"	"2003"	"2003"	24891	192750	129.14
	"Indiana"	"18"	"25-29 years"	"25-29"	"2004"	"2004"	25303	194963	129.78
	"Indiana"	"18"	"25-29 years"	"25-29"	"2005"	"2005"	25784	199981	128.93
	"Indiana"	"18"	"25-29 years"	"25-29"	"2006"	"2006"	26424	205971	128.29
	"Indiana"	"18"	"30-34 years"	"30-34"	"2003"	"2003"	18207	209122	87.06
	"Indiana"	"18"	"30-34 years"	"30-34"	"2004"	"2004"	18202	206621	88.09
	"Indiana"	"18"	"30-34 years"	"30-34"	"2005"	"2005"	17829	202989	87.83
	"Indiana"	"18"	"30-34 years"	"30-34"	"2006"	"2006"	17672	198022	89.24
	"Indiana"	"18"	"35-39 years"	"35-39"	"2003"	"2003"	7277	219619	33.13
	"Indiana"	"18"	"35-39 years"	"35-39"	"2004"	"2004"	7423	213369	34.79
	"Indiana"	"18"	"35-39 years"	"35-39"	"2005"	"2005"	7421	211705	35.05
	"Indiana"	"18"	"35-39 years"	"35-39"	"2006"	"2006"	7729	213808	36.15
	"Indiana"	"18"	"40-44 years"	"40-44"	"2003"	"2003"	1437	242887	5.92
	"Indiana"	"18"	"40-44 years"	"40-44"	"2004"	"2004"	1588	241962	6.56
	"Indiana"	"18"	"40-44 years"	"40-44"	"2005"	"2005"	1529	238706	6.41
	"Indiana"	"18"	"40-44 years"	"40-44"	"2006"	"2006"	1411	232741	6.06
	"Indiana"	"18"	"45-49 years"	"45-49"	"2003"	"2003"	70	Not Available	Not Available
	"Indiana"	"18"	"45-49 years"	"45-49"	"2004"	"2004"	61	Not Available	Not Available
	"Indiana"	"18"	"45-49 years"	"45-49"	"2005"	"2005"	76	Not Available	Not Available
	"Indiana"	"18"	"45-49 years"	"45-49"	"2006"	"2006"	77	Not Available	Not Available
	"Iowa"	"19"	"Under 15 years"	"15"	"2003"	"2003"	36	Not Available	Not Available
	"Iowa"	"19"	"Under 15 years"	"15"	"2004"	"2004"	25	Not Available	Not Available
	"Iowa"	"19"	"Under 15 years"	"15"	"2005"	"2005"	31	Not Available	Not Available
	"Iowa"	"19"	"Under 15 years"	"15"	"2006"	"2006"	30	Not Available	Not Available
	"Iowa"	"19"	"15-19 years"	"15-19"	"2003"	"2003"	3296	107851	30.56
	"Iowa"	"19"	"15-19 years"	"15-19"	"2004"	"2004"	3238	107419	30.14
	"Iowa"	"19"	"15-19 years"	"15-19"	"2005"	"2005"	3330	107179	31.07
	"Iowa"	"19"	"15-19 years"	"15-19"	"2006"	"2006"	3495	107353	32.56
	"Iowa"	"19"	"20-24 years"	"20-24"	"2003"	"2003"	10062	105938	94.98
	"Iowa"	"19"	"20-24 years"	"20-24"	"2004"	"2004"	9967	107918	92.36
	"Iowa"	"19"	"20-24 years"	"20-24"	"2005"	"2005"	10363	107910	96.03
	"Iowa"	"19"	"20-24 years"	"20-24"	"2006"	"2006"	10668	107909	98.86
	"Iowa"	"19"	"25-29 years"	"25-29"	"2003"	"2003"	11884	81954	145.01
	"Iowa"	"19"	"25-29 years"	"25-29"	"2004"	"2004"	12279	82585	148.68
	"Iowa"	"19"	"25-29 years"	"25-29"	"2005"	"2005"	12697	84188	150.82
	"Iowa"	"19"	"25-29 years"	"25-29"	"2006"	"2006"	13376	86562	154.53
	"Iowa"	"19"	"30-34 years"	"30-34"	"2003"	"2003"	8824	90538	97.46
	"Iowa"	"19"	"30-34 years"	"30-34"	"2004"	"2004"	8676	88833	97.67
	"Iowa"	"19"	"30-34 years"	"30-34"	"2005"	"2005"	8464	88056	96.12
	"Iowa"	"19"	"30-34 years"	"30-34"	"2006"	"2006"	8598	86078	99.89
	"Iowa"	"19"	"35-39 years"	"35-39"	"2003"	"2003"	3410	95479	35.71
	"Iowa"	"19"	"35-39 years"	"35-39"	"2004"	"2004"	3548	92697	38.28
	"Iowa"	"19"	"35-39 years"	"35-39"	"2005"	"2005"	3703	91409	40.51
	"Iowa"	"19"	"35-39 years"	"35-39"	"2006"	"2006"	3746	92204	40.63
	"Iowa"	"19"	"40-44 years"	"40-44"	"2003"	"2003"	632	112467	5.62
	"Iowa"	"19"	"40-44 years"	"40-44"	"2004"	"2004"	668	111624	5.98
	"Iowa"	"19"	"40-44 years"	"40-44"	"2005"	"2005"	685	108607	6.31
	"Iowa"	"19"	"40-44 years"	"40-44"	"2006"	"2006"	656	104441	6.28
	"Iowa"	"19"	"45-49 years"	"45-49"	"2003"	"2003"	28	Not Available	Not Available
	"Iowa"	"19"	"45-49 years"	"45-49"	"2004"	"2004"	34	Not Available	Not Available
	"Iowa"	"19"	"45-49 years"	"45-49"	"2005"	"2005"	38	Not Available	Not Available
	"Iowa"	"19"	"45-49 years"	"45-49"	"2006"	"2006"	37	Not Available	Not Available
	"Kansas"	"20"	"Under 15 years"	"15"	"2003"	"2003"	41	Not Available	Not Available
	"Kansas"	"20"	"Under 15 years"	"15"	"2004"	"2004"	47	Not Available	Not Available
	"Kansas"	"20"	"Under 15 years"	"15"	"2005"	"2005"	47	Not Available	Not Available
	"Kansas"	"20"	"Under 15 years"	"15"	"2006"	"2006"	57	Not Available	Not Available
	"Kansas"	"20"	"15-19 years"	"15-19"	"2003"	"2003"	4100	101716	40.31
	"Kansas"	"20"	"15-19 years"	"15-19"	"2004"	"2004"	4013	101185	39.66
	"Kansas"	"20"	"15-19 years"	"15-19"	"2005"	"2005"	4055	101110	40.10
	"Kansas"	"20"	"15-19 years"	"15-19"	"2006"	"2006"	4109	100353	40.95
	"Kansas"	"20"	"20-24 years"	"20-24"	"2003"	"2003"	11150	100429	111.02
	"Kansas"	"20"	"20-24 years"	"20-24"	"2004"	"2004"	11241	102405	109.77
	"Kansas"	"20"	"20-24 years"	"20-24"	"2005"	"2005"	11441	103199	110.86
	"Kansas"	"20"	"20-24 years"	"20-24"	"2006"	"2006"	11588	102516	113.04
	"Kansas"	"20"	"25-29 years"	"25-29"	"2003"	"2003"	11147	80009	139.32
	"Kansas"	"20"	"25-29 years"	"25-29"	"2004"	"2004"	11484	80710	142.29
	"Kansas"	"20"	"25-29 years"	"25-29"	"2005"	"2005"	11643	81791	142.35
	"Kansas"	"20"	"25-29 years"	"25-29"	"2006"	"2006"	12328	84961	145.10
	"Kansas"	"20"	"30-34 years"	"30-34"	"2003"	"2003"	8650	87629	98.71
	"Kansas"	"20"	"30-34 years"	"30-34"	"2004"	"2004"	8464	86685	97.64
	"Kansas"	"20"	"30-34 years"	"30-34"	"2005"	"2005"	8225	85316	96.41
	"Kansas"	"20"	"30-34 years"	"30-34"	"2006"	"2006"	8323	83278	99.94
	"Kansas"	"20"	"35-39 years"	"35-39"	"2003"	"2003"	3580	90067	39.75
	"Kansas"	"20"	"35-39 years"	"35-39"	"2004"	"2004"	3605	87016	41.43
	"Kansas"	"20"	"35-39 years"	"35-39"	"2005"	"2005"	3680	86296	42.64
	"Kansas"	"20"	"35-39 years"	"35-39"	"2006"	"2006"	3741	87122	42.94
	"Kansas"	"20"	"40-44 years"	"40-44"	"2003"	"2003"	760	106239	7.15
	"Kansas"	"20"	"40-44 years"	"40-44"	"2004"	"2004"	769	104941	7.33
	"Kansas"	"20"	"40-44 years"	"40-44"	"2005"	"2005"	757	102068	7.42
	"Kansas"	"20"	"40-44 years"	"40-44"	"2006"	"2006"	771	97629	7.90
	"Kansas"	"20"	"45-49 years"	"45-49"	"2003"	"2003"	43	Not Available	Not Available
	"Kansas"	"20"	"45-49 years"	"45-49"	"2004"	"2004"	44	Not Available	Not Available
	"Kansas"	"20"	"45-49 years"	"45-49"	"2005"	"2005"	40	Not Available	Not Available
	"Kansas"	"20"	"45-49 years"	"45-49"	"2006"	"2006"	45	Not Available	Not Available
	"Kentucky"	"21"	"Under 15 years"	"15"	"2003"	"2003"	115	Not Available	Not Available
	"Kentucky"	"21"	"Under 15 years"	"15"	"2004"	"2004"	100	Not Available	Not Available
	"Kentucky"	"21"	"Under 15 years"	"15"	"2005"	"2005"	79	Not Available	Not Available
	"Kentucky"	"21"	"Under 15 years"	"15"	"2006"	"2006"	80	Not Available	Not Available
	"Kentucky"	"21"	"15-19 years"	"15-19"	"2003"	"2003"	6752	137147	49.23
	"Kentucky"	"21"	"15-19 years"	"15-19"	"2004"	"2004"	6702	137726	48.66
	"Kentucky"	"21"	"15-19 years"	"15-19"	"2005"	"2005"	6726	139781	48.12
	"Kentucky"	"21"	"15-19 years"	"15-19"	"2006"	"2006"	7412	141657	52.32
	"Kentucky"	"21"	"20-24 years"	"20-24"	"2003"	"2003"	17102	149498	114.40
	"Kentucky"	"21"	"20-24 years"	"20-24"	"2004"	"2004"	17077	149125	114.51
	"Kentucky"	"21"	"20-24 years"	"20-24"	"2005"	"2005"	17197	146652	117.26
	"Kentucky"	"21"	"20-24 years"	"20-24"	"2006"	"2006"	17582	142648	123.25
	"Kentucky"	"21"	"25-29 years"	"25-29"	"2003"	"2003"	15336	131109	116.97
	"Kentucky"	"21"	"25-29 years"	"25-29"	"2004"	"2004"	15518	132494	117.12
	"Kentucky"	"21"	"25-29 years"	"25-29"	"2005"	"2005"	16315	136318	119.68
	"Kentucky"	"21"	"25-29 years"	"25-29"	"2006"	"2006"	16944	141836	119.46
	"Kentucky"	"21"	"30-34 years"	"30-34"	"2003"	"2003"	10736	143249	74.95
	"Kentucky"	"21"	"30-34 years"	"30-34"	"2004"	"2004"	10875	141308	76.96
	"Kentucky"	"21"	"30-34 years"	"30-34"	"2005"	"2005"	10794	139196	77.55
	"Kentucky"	"21"	"30-34 years"	"30-34"	"2006"	"2006"	10711	135155	79.25
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2003"	"2003"	4327	150027	28.84
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2004"	"2004"	4565	146388	31.18
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2005"	"2005"	4436	144574	30.68
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2006"	"2006"	4613	146160	31.56
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2003"	"2003"	827	163097	5.07
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2004"	"2004"	850	162750	5.22
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2005"	"2005"	847	161375	5.25
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2006"	"2006"	851	158607	5.37
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2003"	"2003"	39	Not Available	Not Available
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2004"	"2004"	32	Not Available	Not Available
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2005"	"2005"	46	Not Available	Not Available
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2006"	"2006"	50	Not Available	Not Available
	"Louisiana"	"22"	"Under 15 years"	"15"	"2003"	"2003"	184	Not Available	Not Available
	"Louisiana"	"22"	"Under 15 years"	"15"	"2004"	"2004"	187	Not Available	Not Available
	"Louisiana"	"22"	"Under 15 years"	"15"	"2005"	"2005"	172	Not Available	Not Available
	"Louisiana"	"22"	"Under 15 years"	"15"	"2006"	"2006"	188	Not Available	Not Available
	"Louisiana"	"22"	"15-19 years"	"15-19"	"2003"	"2003"	9519	173763	54.78
	"Louisiana"	"22"	"15-19 years"	"15-19"	"2004"	"2004"	9453	172976	54.65
	"Louisiana"	"22"	"15-19 years"	"15-19"	"2005"	"2005"	8151	172155	47.35
	"Louisiana"	"22"	"15-19 years"	"15-19"	"2006"	"2006"	8628	160905	53.62
	"Louisiana"	"22"	"20-24 years"	"20-24"	"2003"	"2003"	21383	180472	118.48
	"Louisiana"	"22"	"20-24 years"	"20-24"	"2004"	"2004"	21766	182028	119.58
	"Louisiana"	"22"	"20-24 years"	"20-24"	"2005"	"2005"	20007	180269	110.98
